id,ad_content
8cd0713b-7849-53ca-9710-9b0a476262fa/a9,"11. Montag Abends hat ein Knecht vom Kaufhaus die Freyenstraße hinauf bis zum Sternen eine blaue Pferddecke mit rothen Fransen verloren, dem Finder wird 5 Batzen Trinkgeld im Berichthaus gegeben werden."
9dd263b8-9196-5503-8ca3-1481c49b035a/a1,"45. Eine Parthie gutconditionirte starke Zugseiler, um billigen Preis."
9dd263b8-9196-5503-8ca3-1481c49b035a/a10,"34. Bey Hosch Burtorf auf dem Baarfüßerplatz ist frisch angelangt: Feiner weißer Sago à Btz. 5, Vermicelli, Maccaroni, u. Lasagnette oder Gemüßnudlenl à Btz. 3 pr. lb; alles erste Qualität."
9dd263b8-9196-5503-8ca3-1481c49b035a/a11,"33. Bey Daniel Rumpf, No. 1759 an der Schneidergasse, der Hagenbach'schen Apothek gegenüber, sind zu haben: Herren. u. Frauenzimmer-Wollschuhe, Wollstiefel, Ueberschuhe, EndeFunken, Socken, Sohlen, u. Grenzacher Schuhe das Paar von 11 bis 13 Batzen, etwas zusammen genommen noch biliger. Er empfiehlt sich bestens."
9dd263b8-9196-5503-8ca3-1481c49b035a/a12,"32. In No. 1525 auf dem Fischmarkt ist in Commission zu verkaufen: ein neuer eiserner Sparheerd. ein Kaffeheerd, einige Waffleneisen, eiserne Leuchter, und verschiedene andre kleine Gegenstände, alles aus der bekannten Eßlinger Fabrik, wofür. um aufzuräumen, sehr billige Preise gestattet werden."
9dd263b8-9196-5503-8ca3-1481c49b035a/a13,"31. 12 Jonc. Sessel so viel als neu, um billigen Preis."
9dd263b8-9196-5503-8ca3-1481c49b035a/a14,"30. Als Anhang zum Rauracher N. 26. Neujahrs-Prophezeihungen, 4 kr. Die Abonnenten obigen Blattes erhalten diese Prophez gratis, in der Holdenecker'schen Leihbibliothek."
9dd263b8-9196-5503-8ca3-1481c49b035a/a15,"27. Im Eckladen No. 376 kl. Basel, gegenüber der kleinen Metzg, so wie in dem neu erbauten Neben-Magazin, ist eine Niederlage von preiswürdigen wollenen Bettund Glätte-Decken, ordinary fein wollenem Bernertuch für Argauer 1. Berner Jupons;  ferner findet man daselbst durchs ganze Jahr ein bedenten. des Sortiment von extra Nähfaden weiß und gefarbt von 27 Tours fix à 12 und 13 kr. das Dutzend. Taffetund Marceline-Resten von 11 bis 14 Batzen der Stab, seidene Fichus u. Herren Tücher von 9 bis 30 Btz. das Stück. gefarbte Percale von 4 à 7 Btz. der Stab, ordinary dicke und feine Halbleinen von 6 1/2 bis 14 Btz. die Elle, seidene Watten, Futter-Leinen, Barchent uc., nebst einem Sortiment gefärbter und weißer Baumwolle sowohl zum stricken als zum weben. als Einschlag und Zettel; Land. Englische u. Hamburger Strümpf-Wolle, unter letzterer befindet sich eine Gattung schwarz à Btz. 32, und grau melirte à Btz. 36 das lb, sehr empfehlungswerth, und noch viele andere Artikel mehr; billige Preise und gute Bedienung dürfte ohne öftere Wiederholung die geeignetste En pfehlung seyn."
9dd263b8-9196-5503-8ca3-1481c49b035a/a16,"26. Verfertigte Frauenzimmer-Mäntel in Casimir mit geecksteinten Dessins, in roth und blauer Grundfarbe, ächt englischer Art, sind in No. 1561 in Commission, in billigem Preis abzugeben."
9dd263b8-9196-5503-8ca3-1481c49b035a/a17,"25. Zwey Obligationen des Kantons Basel, vom 18. Okt. 1832, à 3 % verzinslich, jede von Fr. 1000 Eine Pfandurkunde von fl 200 ins Be zirksamt Lörrach. Eine Obligation von Fr. 500 nach See. wen, Kant. Solothurn. Zu erfragen in No. 1629."
9dd263b8-9196-5503-8ca3-1481c49b035a/a18,"24. Bey Heckendorn, Schneider, in No. 1757, ist ein schöner grüner Bieber-Mantel, so viel als neu, dienlich für einen nden, um billigen Preis zu haben."
9dd263b8-9196-5503-8ca3-1481c49b035a/a19,"39. Gutgetrocknete Lohstöcke zu 9 Btz. das Hundert, bey Bauer, Rothgerber, am Rindermarkt."
9dd263b8-9196-5503-8ca3-1481c49b035a/a2,"1 44. Ein Billard mit aller Zugehörde, in inestem Stand und schönster Einrichtung, itz um billigen Preis."
9dd263b8-9196-5503-8ca3-1481c49b035a/a20,"38. In der Schneider'schen Buchhandlung sind folgende Schriften zu haben: Abendstunden, herausgegeben von Franz Theremin. Berlin. 1833. 28 Btz. weg der Wahrheit, die da ist nach der Gottseligkeit. Von G. Tersteegen. 7te verb. Auflage. Essen. 1834. 15 Btz. Reden aus der Wahrheit v. C. F. Maior, v. D. M. 15 Btz. Die Waldblumen. Eine Erzählung für die Jugend. Nach dem Englischen bearbeitet von C. F. Major. 9 Btz."
9dd263b8-9196-5503-8ca3-1481c49b035a/a21,"29. Durch Annahme einer Stelle sieht sich ein Frauenzimmer veranlaßt, ihr bisher gehaltenes kleines Waarenlager aufzugeben, u. wünscht daher solches hald mög lichst mit (für den Uebernehmer desselben) sehr vortheilhaften Bedingnissen an jemand ganz oder theilweise zu übergeben. Die bestehenden Artikel sind: aller Farben Seide, weißer und gefärbter Faden, weiße u. gefärbte seidene Band, so wie auch florethseidene, leinene, baumwollene und wollene; weiße u. schwarze Faden1. Baumwoll-Spitzen; schwarze Blonden; aller Arten Nähu. Stricknadeln, nebst etwas Wollenwaaren u. noch viele andere in dieses Fach einschlagende"
9dd263b8-9196-5503-8ca3-1481c49b035a/a22,"238. In No. 106 an der obern Rheingasse, eine Stege hoch: Ein schöner 2thüriger nußbaumener Kleiderkasten, sehr schön gearbeitet; wie auch ein Mehlkasten, Kommodeförmig, und Eichfarb angestrichen, um billigen Preis."
9dd263b8-9196-5503-8ca3-1481c49b035a/a23,"22. Die Behausung von Herrn Heinrich Bruckner Sohn, der Schmieden-Zunft gegenüber, steht aus freyer Hand zu verkaufen u. kann täglich besichtigt werden; nähere Auskunft ertheilt Notar Dietz."
9dd263b8-9196-5503-8ca3-1481c49b035a/a24,"28. Unterzeichneter empfiehlt E. Publikum sein vollständiges Sortiment von Regenschirmen; er übernimmt auch alle gebrauchten sowohl im Tausch, als zum Repariren und Ueberziehen, und verspricht für alles die biligsten Preise. D. Keller-Falkner, 1737 hinter der großen Met"
9dd263b8-9196-5503-8ca3-1481c49b035a/a3,"4. Leou, 43. No. 609 im Schnabelgäßlein, hat die Ehre, E. E. Publikum hiemit anzuzeigen, daß er neuerdings ein frisches Sortiment Bobinet Thulle in Banden u. am Stück, in feinster Qualität, nebst einer reichen Auswahl von Ostindischen Foulards mit neuesten Dessins in engl. Druck, zu sehr biligen Preisen. erhalten hat; womit er sich nebst seinen unterm 26. Dec. hierin angezeigten führenden"
9dd263b8-9196-5503-8ca3-1481c49b035a/a4,"42. Ich habe die Ehre E. E. Publikum hiemit zu benachrichtigen, daß mein Commissions-Waarenlager mit zwey neuen Artikeln vermehrt worden ist, indem ich so eben eine Probe-Sendung von schönen Halbseiden-Stoffen in sogenannten Roulerines, Chillerines & Glacines von besonderer Güte zu den Preisen von 15, 18 bis 20 Btz. der Stab, u. ferner eine Parthie Wachstaffet, Wachs-Mousselines u. Wachstücher, Wachs-Papier u. PatentSohlen, in allen Qualitäten und zu sehr billigen Preisen erhalten, welche sich durch ihre Güte u. Schönheit ebenfalls von selbst empfehlen, deshalb ich geneigtem Zuspruch ergebenst entgegen sehe. J. Huber-Schmitter, an der Eisengasse."
9dd263b8-9196-5503-8ca3-1481c49b035a/a5,"41. In No. 580 an der Schneidergasse sind mehrere Zentner Ende zu verkaufen, man kann solche aber Pfundweise oder usammen haben."
9dd263b8-9196-5503-8ca3-1481c49b035a/a6,"40. Behufs anderer Verwendung des Kapitals, wird eine sich zu 5 % richtig verzinsende Obligation von Fr. 1200 de Fr. ins nächst gelegene Französische, vögtlicherweise zum Verkauf angetragen. Einsicht davon kann im RheinschifffahrtsComptoir genommen werden."
9dd263b8-9196-5503-8ca3-1481c49b035a/a7,37. Ein 14säumiges in gutem Stand besindliches weingrünes Faß.
9dd263b8-9196-5503-8ca3-1481c49b035a/a8,36. In No. 20 nächst dem St. Johann. Thor sind gute Erdäpfel Sacku. Sesterweis à 18 Btz. zu haben.
9dd263b8-9196-5503-8ca3-1481c49b035a/a9,"35. Eine so viel als neue, angestrichene, tannene Kommode. Eine dito kleinere. Eine gute Violin. Eine Wälder-Uhr mit Flaschenzug."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a0,"8. In der Gegend der Freyenstraße sucht man einen Laden nebst einem Losament von Stube und Alekoven, je eher je lieber, oder doch auf Pfingstfronfasten zu beziehen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a1,"1. Ein junger Mensch, welcher gut schreiben und rechnen kann, auch ziemlich französisch versteht, wünscht in einem Laden oder auf einer Fergstube angestellt werden."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a10,"10. Ein unverheiratheter Kutscher welcher schon mehrere Jahre in hiesigen E. Häusern gedient hat, sucht eine Anstellung, und kann sich deshalb auf die besten Empfehlungen stützen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a11,"11. Ein hiesiger Bürger in mittelmäßigem Alter, der sich gegenwärtig durch Verdienstlosigkeit im Fall befindet eine anderweitige Beschäftigung zu suchen, empfiehlt sich bestens zur Anstellung in einer Fabrike als Ausläufer, oder in einer Fergstube; auf gewissenhafte Besorgung, Treue und Fleiß, könnte man sich verlassen, auch könnte derselbe sogleich eintreten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a12,"12. On demande une fille qui Sache bien coudre, et tendre dans un magazin, Sachant l'allemand et le francais, et munie de bons certificats, pour entrer en place de suite."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a13,"13. Es werden kleine und größere Kinder an Kost genommen, auf deren gute Behandlung man sicher zählen kann"
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a14,"14. Man sucht eine rechtschaffene Weibsperson, welche die Landarbeit und die Küche gut zu besorgen versteht; dieselbe könnte sogleich eintreten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a15,"15. Eine Person von mittlerm Alter, die schon viele Jahre in hiesiger Stadt gedient hat, sucht einen Platz als Kindsmagd, am liebsten zu ganz kleinen Kindern. Nähere Erkundigungen sind in No. 137 auf dem Fischmarkt einzuziehen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a16,"16. Ein Mann aus dem Kanton Zürich, 27 Jahre alt, welcher gut schreiben und rechnen kann, wünscht in einem Laden, im Fall auch in einer Fabrike einen Platz zu erhalten; er würde sich jede ehrbare Beschäftigung gefallen lassen; zu erfragen in No. 1400. Spi ung"
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a17,"17. Eine junge Person rekommandirt sich als Stubenmagd, oder zu größern Kindern, auch als Ladenjungfer; sie hat schon in einem Kaufladen und bey einer Herrschaft gedient, versteht die Schneiderarbeit und das Blumenmachen, hat auch das Goffriren gelernt, und andere Frauenzimmer-Arbeiten; sie wünscht so bald als möglich einzutreten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a18,"18. Ein junger Mensch, welcher hier erzogen wurde, deutsch französisch lesen n. schreiben, auch rechnen kann, wünscht einen Platz in einer Bandfabrike oder zu einem andern ordentlichen Geschäfte zu finden; derselbe kann Zeugnisse seiner Aufführung und Treue aufweisen; man kann auch bey seinen frühern Herren nachfragen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a19,"19. Man wünscht einen Knaben, welcher kürzlich aus dem Welschland kam, und eine saubere Handschrift führt, in einem hiesigen Handlungshause, am liebsten in einer Bandfabrike in die Lehre unterzubringen; zu erfragen in No. 821. vordere Steinen-Vorstadt"
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a2,"2. Eine Person von gesetztem Alter, aus dem Kanton Bern, wünscht je eher je lieber einen Platz als Köchin, oder auch zur Abwart von Kranken zu finden."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a20,"20. Man sucht einen recht guten und erfahrnen Stuhlschreiner-Gesell, wenn er auch verheirathet wäre."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a21,21. Ein Mann von gesetztem Alter wünscht als Copist in einem Comptoir oder einer Fergstube aufgenommen zu werden; er würde sich mit einem sehr biligen Salarium begnügen. Ist in No. 1138 in der Weißengasse zu frag
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a22,"22. In No. 836 bey der Steinenbrücke nähme man noch mehrere Kostgänger an, in oder außer dem Hause zu schlafen; auch könnte daselbst Essen in die Häuser abgegeben werden; für bilige u. reelle Bedienung würde man bestens besorgt seyn."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a23,"23. Ein junger Mann, welcher mit guten Zeugnissen versehen ist, und auf dessen Treue man sich verlassen kann, gut deutsch und französisch schreibt, wünscht als Aufseher in einer Fabrike, dessen Fach er 10 Jahre zu aller Zufriedenheit begleitete, auch auf ähnliche Art oder sonst wieder angestellt zu werden."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a24,"24. Eine hiesige Burgerstochter empfiehlt sich beym Eingang in dies neue Jahr einem E. Frauengeschlechte bestens, nicht nur mit Frauenschneiderey, sondern auch mit Tull-Verstechen, welches sie so gut erlernt hat, daß man den schadhaften u. verstochenen Theil vom Ganzen nicht zu unterscheiden weiß. Sie bittet daher um geneigtes Zutrauen, und wohnt an der Freyenstraße No. 1438."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a25,"26. Eine bestandene Person, welche schon in vielen E. Häusern gedient hat, gut kochen und spinnen kann, so wie auch alle häuslichen Geschäfte versteht, wünscht einen Platz zu erhalten; sie ist mit guten Zeugnissen versehen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a26,"26. Eine Frau wünscht als Krankenwärterin oder Vorgängerin unterzukommen; man beliebe sich zu melden in No. 56 drey Stegen hoch, in der kl. Stadt."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a27,"27. Es wünscht Jemand, der eine saubere deutsche und französische Handschrift besitzt, auch im Rechnen erfahren ist, hald möglichst eine Anstellung in einer BandFabrike oder sonst irgendwo zu erhalten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a28,"28. Eine rechtschaffene Magd von mittlerm Alter, welche gut kochen und spinnen kann, und schon viele Jahre in hiesigen E. Häusern gedient hat, sucht einen Platzund könnte sogleich eintreten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a29,"29. In No. 1742 hinter der großen Metzg sind fortwährend verschiedne Dienstboten zu erfragen, als Knechte zu allerhand ehrlichen Geschäften brauchbar; sehr gute Köchinnen, sowohl für vornehme als gemeine Herrschaften, welche sich empfehlen werden: Stuben-Kelleru. Ladenjungfern, Kindsmägde, theils deutsch und französisch sprechend, schneidern, schön weißnähen und brodieren können; alle sind mit guten Zeugnissen versehen Cohne diese werden keine angenommen), für sogleich oder auf Weihnacht einzutreten. Wittib Weinmann geb. Scherb."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a3,"3. Eine bestandene Frau sucht einen Platz. in einer kleinen Haushaltung, dieselbe kann stricken, nähen, kochen, versteht die Hausgeschäfte, und wünscht sogleich einzutreten, da sie gegenwärtig verdienst. los ist; zu erfragen in No. 257 B. im 2ten Stock, in der Neuenvorstadt."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a30,"1. Montags den 8. Jan. ist ein doppelter Schlüssel verloren worden; der Finder ist ersucht, denselben gegen Erkenntlichkeit im Berichthaus abzugehen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a31,
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a32,"2. Seit einigen Wochen wird eine HerrenBrille vermißt, davon die Augengläser oval, in schildkrötener Einfaßung, das übrige Gestell aber ganz leicht, in blau angelaufenem Stahl besteht; das Futteral, in welchem die Brille verloren ging, ist von dunkelbrauner Farbe. Dem ehrlichen Finder werden gegen Zurückgabe ins Berichthaus 2 Franken Belohnung versprochen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a4,4. In eine nicht gar große Haushaltung wird eine mit guten Zeugnissen versehenes Magd verlangt; dieselbe könnte sogleich eintreten.
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a5,"5. Ein hiesiger junger Mensch wünscht in einer Fabrike oder in einem Handlungs Haus unterzukommen, um Kisten zu machen oder andere Hausgeschäfte zu besorgen, derselbe kann gut schreiben, lesen und rechnen."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a6,"6. Eine Person von mittlerm Alter, welche in der Kochkunst erfahren ist, und gute Zeugnisse aufzuweisen hat, wünscht hald möglichst einen Platz zu erhalten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a7,"7. Eine Weibsperson, die schon lange hier gedient hat, wünscht in einem honnetten Hause als Köchin unterzukommen; zu erfragen bey Frau Müller im DoktorGarten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a8,"8. Eine bestandene, geübte und erfahrene Köchin, welche schon mehrere Jahre in E. Häusern als solche gedient hat, wünscht wieder in ein gleiches zu kommen, und könnte sogleich oder nach Belieben eintreten."
acdce72d-d273-55cc-bc0e-f02e45c3fc33/a9,19. In ein hiesiges Handlungshaus wird ein wohlunterrichteter Knabe von 15 à Fahren in die Lehre genommen. 16
b08e7515-1abf-5998-a57c-730cfbd2d518/a0,20. 800 Franken Vogtsgeld auf gute Verg.
b08e7515-1abf-5998-a57c-730cfbd2d518/a1,"21. Ein geräumiger Stall zu 5. Pferden, und Platz, um Gefährter zu stellen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a10,"30. In No. 1737 hinter der Metzg: Ein Losament, bestehend in Stube und Nebenstube, Kammer, Küche mit ablaufendem Wasserstein, und was der Augenird."
b08e7515-1abf-5998-a57c-730cfbd2d518/a11,"31. In No. 370 kl. Basel, nahe bey derf Rheinbrucke, Rheinseits: Ein schönes helles Losament im ersten Stock, von Stube, Alekoven, Kammer, Küche, ablaufendem Wasserstein und was der Augenschein weiter zeigen wird, auf Fast."
b08e7515-1abf-5998-a57c-730cfbd2d518/a12,32. In No. 66 in der St. Johann Vorstadt: Ein helles Losament für eine oder zwey auf Fastnachtfronf.
b08e7515-1abf-5998-a57c-730cfbd2d518/a13,33. In No. 1238 in der St. Alban-Vore beschlüssige Bühne.
b08e7515-1abf-5998-a57c-730cfbd2d518/a14,34. In No. 69. St. Johann-Vorstadt: Ein helles angenehmes mittelgroßes Zimmer oder ohne Meubeln.
b08e7515-1abf-5998-a57c-730cfbd2d518/a15,"35. In No. 193 am Herbergsberg: Ein helles Stüblein ebnen Fußes, mit Küche und Platz zu Holz, an eine oder 8 Personen, auf Fastnachtfronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a16,"36. Ein helles Losament mit Küche, Kammer, Platz zu Holz und im Keller, auf Fastnachtfronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a17,37. Auf Fastnachtfronfasten wünscht Jemand eine stille ehrbare Person zu sich ins Losament zu nehmen; in No. 384 an der Greiffengasse zu erfragen.
b08e7515-1abf-5998-a57c-730cfbd2d518/a18,"38. In No. 237 bey St. Peter: Ein Losament im zweyten Stock, von Stube und Nebenstube, Kammer, heller Küche mit ablaufendem Wasserstein, Estrich mit Einschlag, Platz im Keller: ebner Erde eine heizbare Stube nebst Kammer, zusammen oder theilweise, auf FastnachtFronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a19,"39. In No. 781 in der vordern SteinenVorstadt: Zwey Losamenter, das eine 2 Treppen hoch, von Stube mit Alekoven, beschlüssiger Küche und Kammer, sogleich oder auf Fastnachtfronfasten zu beziehen; das andere ebnen Fußes auf FastnachtFronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a2,"22. Da der angebahnte Kauf der Gysinschen Behausung nicht zu Stande gekommen, so ist in Ermanglung eines andern Käufers dieselbe an eine Herrschaft zu verleihen; alles, selbst Remise, Stallung u. Heubühne sind im schönsten Zumelden bey Notar Dietz z"
b08e7515-1abf-5998-a57c-730cfbd2d518/a20,"40. In No. 843 an der Thorsteinen ist eine schöne, helle und gut eingerichtete Mechaniker-Werkstätte nebst einer gutem Wohnung sogleich zu beziehen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a21,"41. In No. 687 am St. Leonhards-Berg: Ein Losament eine Stege hoch, für eine einzelne Weibsperson."
b08e7515-1abf-5998-a57c-730cfbd2d518/a22,"42. An einer der besten Lagen der Stadt: Ein Laden samt Ladenstüblein und einer Kammer, als Magazin zu gebrauchen; zugleich auch ein sehr großer und guter Keller; zu erfragen in No. 1595 auf der Eisengasse, 2 Stegen hoch."
b08e7515-1abf-5998-a57c-730cfbd2d518/a23,"43. An der Thorsteinen: Eine helle Kammer für eine Person, sogleich zu beziehen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a24,"44. In der St. Johann-Vorstadt: Ein Losament von Stube und Nebenkammer, an eine, höchstens zwey Personen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a25,"45. Ein Frauensitz in der Münsterkirche. Ein , dito bey St. Peter."
b08e7515-1abf-5998-a57c-730cfbd2d518/a26,"46. Ein Losament eine Stege hoch, von Zimmern; auch ein meublirtes Zimmer für einen Herrn."
b08e7515-1abf-5998-a57c-730cfbd2d518/a27,"47. Der Laden im Hause No. 641 an der Gerbergasse, ist auf Fastnachtfronfasten zu beziehen; ist sich deßwegen in No. 39 vor dem Riehenthor anzumelden."
b08e7515-1abf-5998-a57c-730cfbd2d518/a28,"48. In No. 575 neben der Post: Ein schönes Losament, enthaltend ein helles Zimmer nebst Alekoven, Kammer, Küche mit ablaufendem Wasserstein, Estrich, Keller und Brunnen, auf Fastnachtfronasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a29,"49. In No. 859 an der Thorsteinen: Ein angenehmes Losament eine Stege hoch, bestehend in Stube, Nebenstube, Küche, Wasserstein, großem Sommerhaus, Kammer und Holzhaus, Brunnen im Haus, alles auf einem Boden, auf FastnachtFronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a3,"23. In No. 783 an der vordern Steinen: Ein Stall für 5 à 6 Pferde, nebst Heu-"
b08e7515-1abf-5998-a57c-730cfbd2d518/a30,"50. Bey Schaffner, Beck, am RiehenThor, ist ein meublirtes Zimmer an einen oder 2 Herren um biligen Zins zu vermiethen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a31,"51. In No. 124 an der obern Rheingasse in kl. Basel: Ein schönes helles Losament von Stube, Nebenkammer und Platz zu Holz, an Leute ohne Kinder, auf Fastnachtfronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a32,"52. In No. 1063 in der Tiefe: Ein angenehmes Losament von Stube und Nebenstube, an honnete Leute."
b08e7515-1abf-5998-a57c-730cfbd2d518/a33,"53. In No. 1081 am Bäumlein: Ein Losament an Leute ohne Kinder, auf Fastnachtfronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a34,54. Franes 104000 de Suisse auf erste hiesige Hypotheke.
b08e7515-1abf-5998-a57c-730cfbd2d518/a35,"55. In No. 662 an der Gerbergasse: Ein helles Losament zwey Stegen hoch, von Stube und Nebenstube, mit allen Bequemlichkeiten versehen, an honnete und stille Leute ohne Kinder, auf FastnachtFronfasten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a36,"1. Auf ein Haus in Schaffhausen, zur Moosente genannt, und in der dortigen Brandversicherungs-Anstalt für fl 2000 gewerthet, wünschte man bis Lichtmeß fl 1600, zu 4 % verzinslich, zu entlehnen. Der Würdigungsschein ist im Berichthaus einzusehen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a37,2. An einer hellen Lage in Mitte der Stadt wird ein Zimmer ebner Erde oder eine Stege hoch für eine einzelne Person gesucht.
b08e7515-1abf-5998-a57c-730cfbd2d518/a38,"3. Eine stille Weibsperson wünscht ein Stüblein nebst Kammer mit PlättleinBoden, wo möglich auf einem Boden, auf Fastnachtfronfasten zu beziehen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a39,"4. Circa eine à 2 Jncharten Mattland an vorbeyfließendem Wasser, wo möglich mit einem Häuschen, und in Nähe der Stadt."
b08e7515-1abf-5998-a57c-730cfbd2d518/a4,"24. In Mitte der Stadt: Ein Losament von 4 heizbaren Zimmern, Kammer, Küche und Platz zu Holz, alles im 2ten Stock, kann sogleich bezogen werden."
b08e7515-1abf-5998-a57c-730cfbd2d518/a40,"5. Fr. 800 und Fr. 240 auf zweyte, aber sehr solide hiesige Hypothek; in No. 1629."
b08e7515-1abf-5998-a57c-730cfbd2d518/a41,"6. In der kl. Stadt, wo möglich in der Gegend des Riehenthors, wird ein Losament gesucht, bestehend in 2 Zimmern, wovon das eine mit 2 Kreuzstöcken verseben seyn sollte; Kammer, Küche, Platz zu Holz und im Keller, auf FastnachtFronfasten. Ist sich deßhalb in No. 108 am Lindenberg zu melden."
b08e7515-1abf-5998-a57c-730cfbd2d518/a42,7. Man wünscht eine kleine Wirthschaft oder eine Beckerey sogleich in Empfang zu nehmen: zu erfragen bey Wittwe Glaser in No. 234 an der Greiffengasse.
b08e7515-1abf-5998-a57c-730cfbd2d518/a5,26. Ein Weiber-Kirchensitz im Kanzelroof bey St. Peter.
b08e7515-1abf-5998-a57c-730cfbd2d518/a6,"26. Am Fischmarkt: Eine Wohnung von mehrern zusammenhängenden heizbaren Zimmern, nebst Küche mit ablaufendem Wasserstein, Keller, Waschhaus und antäumlichkeiten."
b08e7515-1abf-5998-a57c-730cfbd2d518/a7,"27. Ein angenehmes helles Losament an einer fröhlichen Lage, bestehend in zwey Stuben, Nebenstube, Küche, ablaufendem Wasserstein , Kammer, einem Zimmer ebnen Fußes, zu einem Audienz. Zimmer dienlich; Platz im Keller und Platz zu Holz, Benutzung eines BauchKessels ꝛc."
b08e7515-1abf-5998-a57c-730cfbd2d518/a8,"28. Ein schönes Losament in Mitte ders Stadt, von Stube, Nebenzimmer, Küche und Sommerhaus im ersten Stock; sodann 2 kleinen heizbaren Zimmern und 3 Kammern im dritten Stock, nebst Platz zu Holz, Waschhaus und Keller, sogleich uf nächste Fronfasten zu beziehen."
b08e7515-1abf-5998-a57c-730cfbd2d518/a9,"29. In No. 74 an der Rheingasse: Ein Losament von Stube, Kammer, Platz zu Holz und was der Augenschein zeigen wird, an eine kleine ehrbare Haushalstnachtfronfasten."
bfb0abe4-4773-54a2-af6d-3d2d411df26b/a0,"1. Aechte Cocosnußöhl-Soda-Seife, aus der berühmten Schoeninger Fabrike, zur Reinigung und Verschönerung der Haut, u. vorzüglich zum Gebrauch für lauwarme Bäder, in Tablettes zu 1/2 S. à 15, 1/4t à 7 1/2 u. 1/2 à 4 Btz. Hier nur allein zu haben bey Christoph v. Christoph Burckhardt, No. 1640."
bfb0abe4-4773-54a2-af6d-3d2d411df26b/a1,"untere Freyenstraße. 2. Bey Frau Riggenbach an der untern Freyenstraße: Frische Malaga-Meertrauben, Feigen, Figues de Provence et des Naples, Dessert-Mandeln und andere, Maronen, und Kastanien à 1 Btz. per lb Oliven, frische Maccaroni, Chocolade von verschiedenen Preisen, Provencer u. Landhonig."
bfb0abe4-4773-54a2-af6d-3d2d411df26b/a10,"1. In No. 71. St. Johann Vorstadt, kauft man Kaffee-Säcke, sowohl von guter als schlechter Beschaffenheit."
bfb0abe4-4773-54a2-af6d-3d2d411df26b/a11,"1. Es wünscht Jemand zwey stille christliche Personen zu sich in das Losament zu nehmen, wo sie sehr gut logirt wären; zu erfragen in No. 530 im Imbergäßlein."
